File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_srv.c,"ssl_parse_session_ticket_ext( mbedtls_ssl_context *ssl, unsigned char *buf, size_t len )",67,41,27,10,16,1,10,74,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_srv.c,"ssl_parse_alpn_ext( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",58,34,21,15,9,0,15,70,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_srv.c,"ssl_check_key_curve( mbedtls_pk_context *pk, const mbedtls_ecp_curve_info **curves )",12,10,7,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_srv.c,"ssl_pick_cert( mbedtls_ssl_context *ssl, const mbedtls_ssl_ciphersuite_t * ciphersuite_info )",93,65,34,16,13,0,15,105,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_srv.c,"ssl_ciphersuite_match( mbedtls_ssl_context *ssl, int suite_id, const mbedtls_ssl_ciphersuite_t **ciphersuite_info )",87,67,28,17,11,0,9,70,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,mbedtls_ssl_ticket_init( mbedtls_ssl_ticket_context *ctx ),6,5,3,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"ssl_ticket_gen_key( mbedtls_ssl_ticket_context *ctx, unsigned char index )",23,16,10,5,6,0,1,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,ssl_ticket_update_keys( mbedtls_ssl_ticket_context *ctx ),22,19,10,5,3,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"mbedtls_ssl_ticket_setup( mbedtls_ssl_ticket_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, mbedtls_cipher_type_t cipher, uint32_t lifetime )",35,27,16,11,8,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"ssl_save_session( const mbedtls_ssl_session *session, unsigned char *buf, size_t buf_len, size_t *olen )",36,27,18,7,9,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"ssl_load_session( mbedtls_ssl_session *session, const unsigned char *buf, size_t len )",55,42,26,14,13,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"mbedtls_ssl_ticket_write( void *p_ticket, const mbedtls_ssl_session *session, unsigned char *start, const unsigned char *end, size_t *tlen, uint32_t *ticket_lifetime )",71,53,32,14,14,0,4,39,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"ssl_ticket_select_key( mbedtls_ssl_ticket_context *ctx, const unsigned char name[4] )",8,6,4,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,"mbedtls_ssl_ticket_parse( void *p_ticket, mbedtls_ssl_session *session, unsigned char *buf, size_t len )",85,64,36,17,14,0,7,41,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_ticket.c,mbedtls_ssl_ticket_free( mbedtls_ssl_ticket_context *ctx ),9,7,5,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_ep_len( const mbedtls_ssl_context *ssl ),8,8,4,3,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_set_timer( mbedtls_ssl_context *ssl, uint32_t millisecs )",6,5,4,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_check_timer( mbedtls_ssl_context *ssl ),11,9,6,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_double_retransmit_timeout( mbedtls_ssl_context *ssl ),20,14,9,4,5,0,1,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_reset_retransmit_timeout( mbedtls_ssl_context *ssl ),4,4,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_session_copy( mbedtls_ssl_session *dst, const mbedtls_ssl_session *src )",37,30,17,9,7,2,0,6,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl3_prf( const unsigned char *secret, size_t slen, const char *label, const unsigned char *random, size_t rlen, unsigned char *dstbuf, size_t dlen )",42,27,25,2,7,0,8,47,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"tls1_prf( const unsigned char *secret, size_t slen, const char *label, const unsigned char *random, size_t rlen, unsigned char *dstbuf, size_t dlen )",90,62,51,15,22,0,6,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"tls_prf_generic( mbedtls_md_type_t md_type, const unsigned char *secret, size_t slen, const char *label, const unsigned char *random, size_t rlen, unsigned char *dstbuf, size_t dlen )",56,39,33,9,14,0,3,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"tls_prf_sha256( const unsigned char *secret, size_t slen, const char *label, const unsigned char *random, size_t rlen, unsigned char *dstbuf, size_t dlen )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"tls_prf_sha384( const unsigned char *secret, size_t slen, const char *label, const unsigned char *random, size_t rlen, unsigned char *dstbuf, size_t dlen )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_derive_keys( mbedtls_ssl_context *ssl ),475,364,178,60,53,10,58,307,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_verify_ssl( mbedtls_ssl_context *ssl, unsigned char hash[36] )",44,33,33,0,11,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_verify_tls( mbedtls_ssl_context *ssl, unsigned char hash[36] )",22,15,15,0,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_verify_tls_sha256( mbedtls_ssl_context *ssl, unsigned char hash[32] )",16,10,10,0,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_verify_tls_sha384( mbedtls_ssl_context *ssl, unsigned char hash[48] )",16,10,10,0,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_psk_derive_premaster( mbedtls_ssl_context *ssl, mbedtls_key_exchange_type_t key_ex )",115,85,50,19,16,4,14,69,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_mac( mbedtls_md_context_t *md_ctx, unsigned char *secret, unsigned char *buf, size_t len, unsigned char *ctr, int type )",32,27,25,1,4,0,1,6,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_encrypt_buf( mbedtls_ssl_context *ssl ),309,228,114,35,42,6,39,158,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_decrypt_buf( mbedtls_ssl_context *ssl ),486,357,181,62,64,12,65,318,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_compress_buf( mbedtls_ssl_context *ssl ),43,31,23,5,12,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_decompress_buf( mbedtls_ssl_context *ssl ),43,31,23,5,12,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_resend_hello_request( mbedtls_ssl_context *ssl ),22,17,11,5,3,0,2,23,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_fetch_input( mbedtls_ssl_context *ssl, size_t nb_want )",202,145,76,40,34,1,23,142,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_flush_output( mbedtls_ssl_context *ssl ),51,37,23,13,12,0,2,20,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_flight_append( mbedtls_ssl_context *ssl ),36,28,19,7,5,0,3,19,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_flight_free( mbedtls_ssl_flight_item *flight ),13,10,8,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_swap_epochs( mbedtls_ssl_context *ssl ),42,33,20,5,6,0,3,15,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_resend( mbedtls_ssl_context *ssl ),53,38,26,7,12,0,3,29,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_recv_flight_completed( mbedtls_ssl_context *ssl ),19,13,9,1,3,0,3,23,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_send_flight_completed( mbedtls_ssl_context *ssl ),11,10,6,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_write_record( mbedtls_ssl_context *ssl ),156,122,64,24,23,4,11,78,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_bitmask_set( unsigned char *mask, size_t offset, size_t len )",37,26,17,6,9,2,2,27,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_bitmask_check( unsigned char *mask, size_t len )",12,9,5,7,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_reassemble_dtls_handshake( mbedtls_ssl_context *ssl ),144,95,60,21,24,1,25,155,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_prepare_handshake_record( mbedtls_ssl_context *ssl ),82,65,27,14,9,1,8,65,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_update_handshake_status( mbedtls_ssl_context *ssl ),16,13,5,2,2,0,1,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_dtls_replay_reset( mbedtls_ssl_context *ssl ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_load_six_bytes( unsigned char *buf ),7,7,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_dtls_replay_check( mbedtls_ssl_context *ssl ),19,13,9,9,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_dtls_replay_update( mbedtls_ssl_context *ssl ),29,22,13,4,5,1,2,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_check_dtls_clihlo_cookie( mbedtls_ssl_cookie_write_t *f_cookie_write, mbedtls_ssl_cookie_check_t *f_cookie_check, void *p_cookie, const unsigned char *cli_id, size_t cli_id_len, const unsigned char *in, size_t in_len, unsigned char *obuf, size_t buf_len, size_t *olen )",106,43,28,15,13,0,50,266,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_handle_possible_reconnect( mbedtls_ssl_context *ssl ),37,26,14,7,7,0,4,39,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_parse_record_header( mbedtls_ssl_context *ssl ),172,130,54,32,18,2,24,171,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_prepare_record_content( mbedtls_ssl_context *ssl ),60,51,25,14,9,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_read_record( mbedtls_ssl_context *ssl ),31,22,16,6,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_read_record_layer( mbedtls_ssl_context *ssl ),182,128,54,28,21,0,33,228,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_handle_message_type( mbedtls_ssl_context *ssl ),63,46,21,14,8,1,9,41,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_send_fatal_handshake_failure( mbedtls_ssl_context *ssl ),11,9,5,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_send_alert_message( mbedtls_ssl_context *ssl, unsigned char level, unsigned char message )",22,16,13,5,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_write_certificate( mbedtls_ssl_context *ssl ),17,14,9,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_parse_certificate( mbedtls_ssl_context *ssl ),17,14,9,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_write_certificate( mbedtls_ssl_context *ssl ),113,83,51,15,17,2,13,77,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_parse_certificate( mbedtls_ssl_context *ssl ),276,217,103,51,40,5,19,100,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_write_change_cipher_spec( mbedtls_ssl_context *ssl ),20,14,12,3,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_parse_change_cipher_spec( mbedtls_ssl_context *ssl ),76,56,31,14,12,1,8,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_optimize_checksum( mbedtls_ssl_context *ssl, const mbedtls_ssl_ciphersuite_t *ciphersuite_info )",25,24,8,3,1,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_reset_checksum( mbedtls_ssl_context *ssl ),14,14,5,0,0,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_update_checksum_start( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",14,14,5,0,0,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_update_checksum_md5sha1( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_update_checksum_sha256( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_update_checksum_sha384( mbedtls_ssl_context *ssl, const unsigned char *buf, size_t len )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_finished_ssl( mbedtls_ssl_context *ssl, unsigned char *buf, int from )",79,52,44,1,19,0,8,41,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_finished_tls( mbedtls_ssl_context *ssl, unsigned char *buf, int from )",53,34,24,2,14,0,5,18,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_finished_tls_sha256( mbedtls_ssl_context *ssl, unsigned char *buf, int from )",43,25,18,2,13,0,5,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_calc_finished_tls_sha384( mbedtls_ssl_context *ssl, unsigned char *buf, int from )",43,25,18,2,13,0,5,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_handshake_wrapup_free_hs_transform( mbedtls_ssl_context *ssl ),22,13,11,1,3,0,6,18,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_handshake_wrapup( mbedtls_ssl_context *ssl ),59,40,20,5,9,0,10,51,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_write_finished( mbedtls_ssl_context *ssl ),115,75,40,17,19,1,21,126,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_parse_finished( mbedtls_ssl_context *ssl ),70,57,29,14,12,0,1,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_handshake_params_init( mbedtls_ssl_handshake_params *handshake ),41,37,18,0,4,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_transform_init( mbedtls_ssl_transform *transform ),8,6,6,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_session_init( mbedtls_ssl_session *session ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,ssl_handshake_init( mbedtls_ssl_context *ssl ),66,47,28,11,12,0,7,42,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_cookie_write_dummy( void *ctx, unsigned char **p, unsigned char *end, const unsigned char *cli_id, size_t cli_id_len )",8,7,7,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_cookie_check_dummy( void *ctx, const unsigned char *cookie, size_t cookie_len, const unsigned char *cli_id, size_t cli_id_len )",8,7,7,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_init( mbedtls_ssl_context *ssl ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_setup( mbedtls_ssl_context *ssl, const mbedtls_ssl_config *conf )",53,43,33,6,7,0,3,5,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_session_reset_int( mbedtls_ssl_context *ssl, int partial )",96,78,50,12,17,0,1,6,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_session_reset( mbedtls_ssl_context *ssl ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_endpoint( mbedtls_ssl_config *conf, int endpoint )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_transport( mbedtls_ssl_config *conf, int transport )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dtls_anti_replay( mbedtls_ssl_config *conf, char mode )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dtls_badmac_limit( mbedtls_ssl_config *conf, unsigned limit )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_handshake_timeout( mbedtls_ssl_config *conf, uint32_t min, uint32_t max )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_authmode( mbedtls_ssl_config *conf, int authmode )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_verify( mbedtls_ssl_config *conf, int (*f_vrfy)(void *, mbedtls_x509_crt *, int, uint32_t *), void *p_vrfy )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_rng( mbedtls_ssl_config *conf, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dbg( mbedtls_ssl_config *conf, void (*f_dbg)(void *, int, const char *, int, const char *), void *p_dbg )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_bio( mbedtls_ssl_context *ssl, void *p_bio, mbedtls_ssl_send_t *f_send, mbedtls_ssl_recv_t *f_recv, mbedtls_ssl_recv_timeout_t *f_recv_timeout )",5,5,5,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_read_timeout( mbedtls_ssl_config *conf, uint32_t timeout )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_timer_cb( mbedtls_ssl_context *ssl, void *p_timer, mbedtls_ssl_set_timer_t *f_set_timer, mbedtls_ssl_get_timer_t *f_get_timer )",7,5,5,0,1,0,1,9,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_session_cache( mbedtls_ssl_config *conf, void *p_cache, int (*f_get_cache)(void *, mbedtls_ssl_session *), int (*f_set_cache)(void *, const mbedtls_ssl_session *) )",4,4,4,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_session( mbedtls_ssl_context *ssl, const mbedtls_ssl_session *session )",17,13,7,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_ciphersuites( mbedtls_ssl_config *conf, const int *ciphersuites )",5,5,5,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_ciphersuites_for_version( mbedtls_ssl_config *conf, const int *ciphersuites, int major, int minor )",8,6,4,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_cert_profile( mbedtls_ssl_config *conf, const mbedtls_x509_crt_profile *profile )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"ssl_append_key_cert( mbedtls_ssl_key_cert **head, mbedtls_x509_crt *cert, mbedtls_pk_context *key )",25,20,14,5,4,0,1,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_own_cert( mbedtls_ssl_config *conf, mbedtls_x509_crt *own_cert, mbedtls_pk_context *pk_key )",2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_ca_chain( mbedtls_ssl_config *conf, mbedtls_x509_crt *ca_chain, mbedtls_x509_crl *ca_crl )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hs_own_cert( mbedtls_ssl_context *ssl, mbedtls_x509_crt *own_cert, mbedtls_pk_context *pk_key )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hs_ca_chain( mbedtls_ssl_context *ssl, mbedtls_x509_crt *ca_chain, mbedtls_x509_crl *ca_crl )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hs_authmode( mbedtls_ssl_context *ssl, int authmode )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hs_ecjpake_password( mbedtls_ssl_context *ssl, const unsigned char *pw, size_t pw_len )",16,13,6,4,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_psk( mbedtls_ssl_config *conf, const unsigned char *psk, size_t psk_len, const unsigned char *psk_identity, size_t psk_identity_len )",39,31,21,10,7,0,1,9,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hs_psk( mbedtls_ssl_context *ssl, const unsigned char *psk, size_t psk_len )",17,12,8,8,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_psk_cb( mbedtls_ssl_config *conf, int (*f_psk)(void *, mbedtls_ssl_context *, const unsigned char *, size_t), void *p_psk )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dh_param( mbedtls_ssl_config *conf, const char *dhm_P, const char *dhm_G )",12,10,7,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dh_param_ctx( mbedtls_ssl_config *conf, mbedtls_dhm_context *dhm_ctx )",12,10,7,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_dhm_min_bitlen( mbedtls_ssl_config *conf, unsigned int bitlen )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_sig_hashes( mbedtls_ssl_config *conf, const int *hashes )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_curves( mbedtls_ssl_config *conf, const mbedtls_ecp_group_id *curve_list )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_set_hostname( mbedtls_ssl_context *ssl, const char *hostname )",24,15,11,9,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_sni( mbedtls_ssl_config *conf, int (*f_sni)(void *, mbedtls_ssl_context *, const unsigned char *, size_t), void *p_sni )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_alpn_protocols( mbedtls_ssl_config *conf, const char **protos )",22,13,10,4,4,0,5,27,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,mbedtls_ssl_get_alpn_protocol( const mbedtls_ssl_context *ssl ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_max_version( mbedtls_ssl_config *conf, int major, int minor )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_min_version( mbedtls_ssl_config *conf, int major, int minor )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_fallback( mbedtls_ssl_config *conf, char fallback )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_encrypt_then_mac( mbedtls_ssl_config *conf, char etm )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_extended_master_secret( mbedtls_ssl_config *conf, char ems )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_arc4_support( mbedtls_ssl_config *conf, char arc4 )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ssl_tls.c,"mbedtls_ssl_conf_max_frag_len( mbedtls_ssl_config *conf, unsigned char mfl_code )",10,8,5,3,2,0,0,0,
